raw_id,t_group,t_start,sorted_record_index,source_t_group,source_record_index,element,edge_x,edge_y,edge_z,edge_L,edge_tcoord,edge_tL,edge_dir,source_h0,source_h1,source_h2,source_h3,source_h4,source_h5,source_h6,source_h7,face_axis,face_axis_role,face_side,h0,h1,h2,h3,t0,t1,t2,t3,A,B,root_num,root_den,u_num,u_den,v_num,v_den,logical_incidence_id,canonical_event_id
cache=0:1:1524622;source=0:2750027;face=0:0,0,1,1524622,0,2750027,1,44,116,68,7,1,1,2,23165:0,23175:0,23166:0,23124:0,23165:0,6301:1,6299:1,23124:0,0,temporal_neighbour,0,23124:0,23166:0,23165:0,23175:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=1;role=temporal_neighbour;face=23124:0|23166:0|23165:0|23175:0;edge=44,116,68,7,1,1,2,1","element=1;role=temporal_neighbour;face=23124:0|23166:0|23165:0|23175:0"
cache=0:1:1524622;source=0:2750027;face=0:1,0,1,1524622,0,2750027,1,44,116,68,7,1,1,2,23165:0,23175:0,23166:0,23124:0,23165:0,6301:1,6299:1,23124:0,0,temporal_neighbour,1,6299:1,23124:0,6301:1,23165:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=6299:1|23124:0|6301:1|23165:0;edge=44,116,68,7,1,1,2,1","element=1;role=temporal_neighbour;face=6299:1|23124:0|6301:1|23165:0"
cache=0:1:1524623;source=0:2750028;face=0:0,0,1,1524623,0,2750028,2,44,116,68,7,1,1,2,388529:0,388540:0,388530:0,388488:0,388529:0,15292:1,15290:1,388488:0,0,temporal_neighbour,0,388488:0,388530:0,388529:0,388540:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=388488:0|388530:0|388529:0|388540:0;edge=44,116,68,7,1,1,2,2","element=2;role=temporal_neighbour;face=388488:0|388530:0|388529:0|388540:0"
cache=0:1:1524623;source=0:2750028;face=0:1,0,1,1524623,0,2750028,2,44,116,68,7,1,1,2,388529:0,388540:0,388530:0,388488:0,388529:0,15292:1,15290:1,388488:0,0,temporal_neighbour,1,15290:1,388488:0,15292:1,388529:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=15290:1|388488:0|15292:1|388529:0;edge=44,116,68,7,1,1,2,2","element=2;role=temporal_neighbour;face=15290:1|388488:0|15292:1|388529:0"
cache=0:1:1525870;source=0:2751275;face=0:0,0,1,1525870,0,2751275,1,232,328,268,9,1,1,2,20487:0,353844:0,20491:0,20505:0,20487:0,7711:1,6255:1,20505:0,0,temporal_neighbour,0,20487:0,20491:0,20505:0,353844:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=1;role=temporal_neighbour;face=20487:0|20491:0|20505:0|353844:0;edge=232,328,268,9,1,1,2,1","element=1;role=temporal_neighbour;face=20487:0|20491:0|20505:0|353844:0"
cache=0:1:1525870;source=0:2751275;face=0:1,0,1,1525870,0,2751275,1,232,328,268,9,1,1,2,20487:0,353844:0,20491:0,20505:0,20487:0,7711:1,6255:1,20505:0,0,temporal_neighbour,1,6255:1,20487:0,7711:1,20505:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=6255:1|20487:0|7711:1|20505:0;edge=232,328,268,9,1,1,2,1","element=1;role=temporal_neighbour;face=6255:1|20487:0|7711:1|20505:0"
cache=0:1:1525871;source=0:2751276;face=0:0,0,1,1525871,0,2751276,2,232,328,268,9,1,1,2,385825:0,1036214:0,385830:0,385847:0,385825:0,17422:1,15244:1,385847:0,0,temporal_neighbour,0,385825:0,385830:0,385847:0,1036214:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=385825:0|385830:0|385847:0|1036214:0;edge=232,328,268,9,1,1,2,2","element=2;role=temporal_neighbour;face=385825:0|385830:0|385847:0|1036214:0"
cache=0:1:1525871;source=0:2751276;face=0:1,0,1,1525871,0,2751276,2,232,328,268,9,1,1,2,385825:0,1036214:0,385830:0,385847:0,385825:0,17422:1,15244:1,385847:0,0,temporal_neighbour,1,15244:1,385825:0,17422:1,385847:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=15244:1|385825:0|17422:1|385847:0;edge=232,328,268,9,1,1,2,2","element=2;role=temporal_neighbour;face=15244:1|385825:0|17422:1|385847:0"
cache=0:1:1525891;source=0:2751296;face=0:0,0,1,1525891,0,2751296,1,240,240,257,9,1,1,2,7417:0,7738:0,7571:0,7808:0,7417:0,1511:1,1316:1,7808:0,0,temporal_neighbour,0,7417:0,7571:0,7808:0,7738:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=1;role=temporal_neighbour;face=7417:0|7571:0|7808:0|7738:0;edge=240,240,257,9,1,1,2,1","element=1;role=temporal_neighbour;face=7417:0|7571:0|7808:0|7738:0"
cache=0:1:1525891;source=0:2751296;face=0:1,0,1,1525891,0,2751296,1,240,240,257,9,1,1,2,7417:0,7738:0,7571:0,7808:0,7417:0,1511:1,1316:1,7808:0,0,temporal_neighbour,1,1316:1,7417:0,1511:1,7808:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=1316:1|7417:0|1511:1|7808:0;edge=240,240,257,9,1,1,2,1","element=1;role=temporal_neighbour;face=1316:1|7417:0|1511:1|7808:0"
cache=0:1:1525892;source=0:2751297;face=0:0,0,1,1525892,0,2751297,2,240,240,257,9,1,1,2,371000:0,371348:0,371156:0,371420:0,371000:0,8670:1,8442:1,371420:0,0,temporal_neighbour,0,371000:0,371156:0,371420:0,371348:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=371000:0|371156:0|371420:0|371348:0;edge=240,240,257,9,1,1,2,2","element=2;role=temporal_neighbour;face=371000:0|371156:0|371420:0|371348:0"
cache=0:1:1525892;source=0:2751297;face=0:1,0,1,1525892,0,2751297,2,240,240,257,9,1,1,2,371000:0,371348:0,371156:0,371420:0,371000:0,8670:1,8442:1,371420:0,0,temporal_neighbour,1,8442:1,371000:0,8670:1,371420:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=8442:1|371000:0|8670:1|371420:0;edge=240,240,257,9,1,1,2,2","element=2;role=temporal_neighbour;face=8442:1|371000:0|8670:1|371420:0"
cache=0:1:1526560;source=0:2751965;face=0:0,0,1,1526560,0,2751965,1,249,248,256,9,1,1,0,5238:0,7984:0,5255:0,8126:0,5238:0,1758:1,948:1,8126:0,0,temporal_neighbour,0,5238:0,5255:0,8126:0,7984:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=1;role=temporal_neighbour;face=5238:0|5255:0|8126:0|7984:0;edge=249,248,256,9,1,1,0,1","element=1;role=temporal_neighbour;face=5238:0|5255:0|8126:0|7984:0"
cache=0:1:1526560;source=0:2751965;face=0:1,0,1,1526560,0,2751965,1,249,248,256,9,1,1,0,5238:0,7984:0,5255:0,8126:0,5238:0,1758:1,948:1,8126:0,0,temporal_neighbour,1,948:1,5238:0,1758:1,8126:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=948:1|5238:0|1758:1|8126:0;edge=249,248,256,9,1,1,0,1","element=1;role=temporal_neighbour;face=948:1|5238:0|1758:1|8126:0"
cache=0:1:1526561;source=0:2751966;face=0:0,0,1,1526561,0,2751966,2,249,248,256,9,1,1,0,368836:0,371611:0,368849:0,371756:0,368836:0,8941:1,8088:1,371756:0,0,temporal_neighbour,0,368836:0,368849:0,371756:0,371611:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=368836:0|368849:0|371756:0|371611:0;edge=249,248,256,9,1,1,0,2","element=2;role=temporal_neighbour;face=368836:0|368849:0|371756:0|371611:0"
cache=0:1:1526561;source=0:2751966;face=0:1,0,1,1526561,0,2751966,2,249,248,256,9,1,1,0,368836:0,371611:0,368849:0,371756:0,368836:0,8941:1,8088:1,371756:0,0,temporal_neighbour,1,8088:1,368836:0,8941:1,371756:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=8088:1|368836:0|8941:1|371756:0;edge=249,248,256,9,1,1,0,2","element=2;role=temporal_neighbour;face=8088:1|368836:0|8941:1|371756:0"
cache=0:1:1527348;source=0:2752753;face=0:0,0,1,1527348,0,2752753,3,256,262,256,9,1,1,2,1062943:0,1062958:0,1063989:0,1064025:0,18998:1,1062958:0,1063989:0,19071:1,0,temporal_neighbour,0,1062943:0,1062958:0,1064025:0,1063989:0,1,2,1,2,-2,-3,3,2,1,2,1,2,"element=3;role=temporal_neighbour;face=1062943:0|1062958:0|1064025:0|1063989:0;edge=256,262,256,9,1,1,2,3","element=3;role=temporal_neighbour;face=1062943:0|1062958:0|1064025:0|1063989:0"
cache=0:1:1527348;source=0:2752753;face=0:1,0,1,1527348,0,2752753,3,256,262,256,9,1,1,2,1062943:0,1062958:0,1063989:0,1064025:0,18998:1,1062958:0,1063989:0,19071:1,0,temporal_neighbour,1,18998:1,1062958:0,19071:1,1063989:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=3;role=temporal_neighbour;face=18998:1|1062958:0|19071:1|1063989:0;edge=256,262,256,9,1,1,2,3","element=3;role=temporal_neighbour;face=18998:1|1062958:0|19071:1|1063989:0"
cache=0:1:1528844;source=0:2754249;face=0:0,0,1,1528844,0,2754249,1,432,536,536,10,1,1,2,17833:0,51820:0,17859:0,55326:0,17833:0,6881:1,6141:1,55326:0,0,temporal_neighbour,0,17833:0,17859:0,55326:0,51820:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=1;role=temporal_neighbour;face=17833:0|17859:0|55326:0|51820:0;edge=432,536,536,10,1,1,2,1","element=1;role=temporal_neighbour;face=17833:0|17859:0|55326:0|51820:0"
cache=0:1:1528844;source=0:2754249;face=0:1,0,1,1528844,0,2754249,1,432,536,536,10,1,1,2,17833:0,51820:0,17859:0,55326:0,17833:0,6881:1,6141:1,55326:0,0,temporal_neighbour,1,6141:1,17833:0,6881:1,55326:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=6141:1|17833:0|6881:1|55326:0;edge=432,536,536,10,1,1,2,1","element=1;role=temporal_neighbour;face=6141:1|17833:0|6881:1|55326:0"
cache=0:1:1528845;source=0:2754250;face=0:0,0,1,1528845,0,2754250,2,432,536,536,10,1,1,2,383314:0,437883:0,383341:0,443630:0,383314:0,15931:1,15085:1,443630:0,0,temporal_neighbour,0,383314:0,383341:0,443630:0,437883:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=383314:0|383341:0|443630:0|437883:0;edge=432,536,536,10,1,1,2,2","element=2;role=temporal_neighbour;face=383314:0|383341:0|443630:0|437883:0"
cache=0:1:1528845;source=0:2754250;face=0:1,0,1,1528845,0,2754250,2,432,536,536,10,1,1,2,383314:0,437883:0,383341:0,443630:0,383314:0,15931:1,15085:1,443630:0,0,temporal_neighbour,1,15085:1,383314:0,15931:1,443630:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=15085:1|383314:0|15931:1|443630:0;edge=432,536,536,10,1,1,2,2","element=2;role=temporal_neighbour;face=15085:1|383314:0|15931:1|443630:0"
cache=0:1:1548370;source=0:2890620;face=0:0,0,1,1548370,0,2890620,1,240,312,265,9,1,1,2,310020:0,19248:0,19268:0,19278:0,310020:0,6242:1,6248:1,19278:0,0,temporal_neighbour,0,19248:0,19278:0,19268:0,310020:0,1,2,1,2,-2,-3,3,2,1,2,1,2,"element=1;role=temporal_neighbour;face=19248:0|19278:0|19268:0|310020:0;edge=240,312,265,9,1,1,2,1","element=1;role=temporal_neighbour;face=19248:0|19278:0|19268:0|310020:0"
cache=0:1:1548370;source=0:2890620;face=0:1,0,1,1548370,0,2890620,1,240,312,265,9,1,1,2,310020:0,19248:0,19268:0,19278:0,310020:0,6242:1,6248:1,19278:0,0,temporal_neighbour,1,6242:1,19278:0,6248:1,310020:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=6242:1|19278:0|6248:1|310020:0;edge=240,312,265,9,1,1,2,1","element=1;role=temporal_neighbour;face=6242:1|19278:0|6248:1|310020:0"
cache=0:1:1548371;source=0:2890621;face=0:0,0,1,1548371,0,2890621,2,240,312,265,9,1,1,2,973819:0,384601:0,384623:0,384633:0,973819:0,15231:1,15237:1,384633:0,0,temporal_neighbour,0,384601:0,384633:0,384623:0,973819:0,1,2,1,2,-2,-3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=384601:0|384633:0|384623:0|973819:0;edge=240,312,265,9,1,1,2,2","element=2;role=temporal_neighbour;face=384601:0|384633:0|384623:0|973819:0"
cache=0:1:1548371;source=0:2890621;face=0:1,0,1,1548371,0,2890621,2,240,312,265,9,1,1,2,973819:0,384601:0,384623:0,384633:0,973819:0,15231:1,15237:1,384633:0,0,temporal_neighbour,1,15231:1,384633:0,15237:1,973819:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=15231:1|384633:0|15237:1|973819:0;edge=240,312,265,9,1,1,2,2","element=2;role=temporal_neighbour;face=15231:1|384633:0|15237:1|973819:0"
cache=0:1:1548978;source=0:2892277;face=0:0,0,1,1548978,0,2892277,1,428,540,535,10,1,1,2,17835:0,51288:0,51251:0,51471:0,17835:0,51291:0,6129:1,51471:0,0,temporal_neighbour,0,17835:0,51251:0,51471:0,51288:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=1;role=temporal_neighbour;face=17835:0|51251:0|51471:0|51288:0;edge=428,540,535,10,1,1,2,1","element=1;role=temporal_neighbour;face=17835:0|51251:0|51471:0|51288:0"
cache=0:1:1548978;source=0:2892277;face=0:1,0,1,1548978,0,2892277,1,428,540,535,10,1,1,2,17835:0,51288:0,51251:0,51471:0,17835:0,51291:0,6129:1,51471:0,0,temporal_neighbour,1,6129:1,17835:0,51291:0,51471:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=6129:1|17835:0|51291:0|51471:0;edge=428,540,535,10,1,1,2,1","element=1;role=temporal_neighbour;face=6129:1|17835:0|51291:0|51471:0"
cache=0:1:1548979;source=0:2892278;face=0:0,0,1,1548979,0,2892278,2,428,540,535,10,1,1,2,383316:0,436840:0,436793:0,437105:0,383316:0,436843:0,15070:1,437105:0,0,temporal_neighbour,0,383316:0,436793:0,437105:0,436840:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=383316:0|436793:0|437105:0|436840:0;edge=428,540,535,10,1,1,2,2","element=2;role=temporal_neighbour;face=383316:0|436793:0|437105:0|436840:0"
cache=0:1:1548979;source=0:2892278;face=0:1,0,1,1548979,0,2892278,2,428,540,535,10,1,1,2,383316:0,436840:0,436793:0,437105:0,383316:0,436843:0,15070:1,437105:0,0,temporal_neighbour,1,15070:1,383316:0,436843:0,437105:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=15070:1|383316:0|436843:0|437105:0;edge=428,540,535,10,1,1,2,2","element=2;role=temporal_neighbour;face=15070:1|383316:0|436843:0|437105:0"
cache=0:1:1549559;source=0:2893400;face=0:0,0,1,1549559,0,2893400,2,504,560,524,10,1,1,2,384361:0,868099:0,384365:0,384404:0,384361:0,15191:1,15189:1,384404:0,0,temporal_neighbour,0,384361:0,384365:0,384404:0,868099:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=384361:0|384365:0|384404:0|868099:0;edge=504,560,524,10,1,1,2,2","element=2;role=temporal_neighbour;face=384361:0|384365:0|384404:0|868099:0"
cache=0:1:1549559;source=0:2893400;face=0:1,0,1,1549559,0,2893400,2,504,560,524,10,1,1,2,384361:0,868099:0,384365:0,384404:0,384361:0,15191:1,15189:1,384404:0,0,temporal_neighbour,1,15189:1,384361:0,15191:1,384404:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=15189:1|384361:0|15191:1|384404:0;edge=504,560,524,10,1,1,2,2","element=2;role=temporal_neighbour;face=15189:1|384361:0|15191:1|384404:0"
cache=0:1:1549560;source=0:2893401;face=0:0,0,1,1549560,0,2893401,4,504,560,524,10,1,1,2,1101466:0,1285481:0,1101468:0,1101525:0,1101466:0,21438:1,21437:1,1101525:0,0,temporal_neighbour,0,1101466:0,1101468:0,1101525:0,1285481:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=4;role=temporal_neighbour;face=1101466:0|1101468:0|1101525:0|1285481:0;edge=504,560,524,10,1,1,2,4","element=4;role=temporal_neighbour;face=1101466:0|1101468:0|1101525:0|1285481:0"
cache=0:1:1549560;source=0:2893401;face=0:1,0,1,1549560,0,2893401,4,504,560,524,10,1,1,2,1101466:0,1285481:0,1101468:0,1101525:0,1101466:0,21438:1,21437:1,1101525:0,0,temporal_neighbour,1,21437:1,1101466:0,21438:1,1101525:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=4;role=temporal_neighbour;face=21437:1|1101466:0|21438:1|1101525:0;edge=504,560,524,10,1,1,2,4","element=4;role=temporal_neighbour;face=21437:1|1101466:0|21438:1|1101525:0"
cache=0:1:1549947;source=0:2894225;face=0:0,0,1,1549947,0,2894225,4,700,1168,1104,11,1,1,0,1100115:0,1100120:0,1115547:0,1115688:0,21405:1,1100120:0,1115547:0,1115666:0,0,temporal_neighbour,0,1100115:0,1100120:0,1115688:0,1115547:0,1,2,1,2,-2,-3,3,2,1,2,1,2,"element=4;role=temporal_neighbour;face=1100115:0|1100120:0|1115688:0|1115547:0;edge=700,1168,1104,11,1,1,0,4","element=4;role=temporal_neighbour;face=1100115:0|1100120:0|1115688:0|1115547:0"
cache=0:1:1549947;source=0:2894225;face=0:1,0,1,1549947,0,2894225,4,700,1168,1104,11,1,1,0,1100115:0,1100120:0,1115547:0,1115688:0,21405:1,1100120:0,1115547:0,1115666:0,0,temporal_neighbour,1,21405:1,1100120:0,1115666:0,1115547:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=4;role=temporal_neighbour;face=21405:1|1100120:0|1115666:0|1115547:0;edge=700,1168,1104,11,1,1,0,4","element=4;role=temporal_neighbour;face=21405:1|1100120:0|1115666:0|1115547:0"
cache=0:1:1549948;source=0:2894227;face=0:0,0,1,1549948,0,2894227,4,701,1168,1104,11,1,1,0,1100115:0,1115547:0,1100120:0,1115689:0,21405:1,1115547:0,1100120:0,1115666:0,0,temporal_neighbour,0,1100115:0,1100120:0,1115689:0,1115547:0,1,2,1,2,-2,-3,3,2,1,2,1,2,"element=4;role=temporal_neighbour;face=1100115:0|1100120:0|1115689:0|1115547:0;edge=701,1168,1104,11,1,1,0,4","element=4;role=temporal_neighbour;face=1100115:0|1100120:0|1115689:0|1115547:0"
cache=0:1:1549948;source=0:2894227;face=0:1,0,1,1549948,0,2894227,4,701,1168,1104,11,1,1,0,1100115:0,1115547:0,1100120:0,1115689:0,21405:1,1115547:0,1100120:0,1115666:0,0,temporal_neighbour,1,21405:1,1100120:0,1115666:0,1115547:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=4;role=temporal_neighbour;face=21405:1|1100120:0|1115666:0|1115547:0;edge=701,1168,1104,11,1,1,0,4","element=4;role=temporal_neighbour;face=21405:1|1100120:0|1115666:0|1115547:0"
cache=0:1:1553922;source=0:2900033;face=0:0,0,1,1553922,0,2900033,1,1024,1040,1027,11,1,1,2,146441:0,18475:0,23322:0,23372:0,146441:0,6175:1,6347:1,23372:0,0,temporal_neighbour,0,18475:0,23372:0,23322:0,146441:0,1,2,1,2,-2,-3,3,2,1,2,1,2,"element=1;role=temporal_neighbour;face=18475:0|23372:0|23322:0|146441:0;edge=1024,1040,1027,11,1,1,2,1","element=1;role=temporal_neighbour;face=18475:0|23372:0|23322:0|146441:0"
cache=0:1:1553922;source=0:2900033;face=0:1,0,1,1553922,0,2900033,1,1024,1040,1027,11,1,1,2,146441:0,18475:0,23322:0,23372:0,146441:0,6175:1,6347:1,23372:0,0,temporal_neighbour,1,6175:1,23372:0,6347:1,146441:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=6175:1|23372:0|6347:1|146441:0;edge=1024,1040,1027,11,1,1,2,1","element=1;role=temporal_neighbour;face=6175:1|23372:0|6347:1|146441:0"
cache=0:1:1563912;source=0:2911872;face=0:0,0,1,1563912,0,2911872,0,2016,2048,2048,12,1,1,2,5093:0,3206:0,1525:0,3208:0,5093:0,767:1,437:1,3208:0,0,temporal_neighbour,0,1525:0,3208:0,3206:0,5093:0,1,2,1,2,-2,-3,3,2,1,2,1,2,"element=0;role=temporal_neighbour;face=1525:0|3208:0|3206:0|5093:0;edge=2016,2048,2048,12,1,1,2,0","element=0;role=temporal_neighbour;face=1525:0|3208:0|3206:0|5093:0"
cache=0:1:1563912;source=0:2911872;face=0:1,0,1,1563912,0,2911872,0,2016,2048,2048,12,1,1,2,5093:0,3206:0,1525:0,3208:0,5093:0,767:1,437:1,3208:0,0,temporal_neighbour,1,437:1,3208:0,767:1,5093:0,3,2,3,2,2,5,5,2,1,2,1,2,"element=0;role=temporal_neighbour;face=437:1|3208:0|767:1|5093:0;edge=2016,2048,2048,12,1,1,2,0","element=0;role=temporal_neighbour;face=437:1|3208:0|767:1|5093:0"
cache=0:2:1641778;source=0:1443090;face=0:0,0,2,1641778,0,1443090,2,235,317,265,9,1,0,2,384607:0,977407:0,977401:0,384608:0,384607:4,977407:4,977401:4,384608:4,0,temporal_neighbour,0,384607:0,977401:0,384608:0,977407:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=384607:0|977401:0|384608:0|977407:0;edge=235,317,265,9,1,0,2,2","element=2;role=temporal_neighbour;face=384607:0|977401:0|384608:0|977407:0"
cache=0:2:1681758;source=0:1484997;face=0:0,0,2,1681758,0,1484997,1,454,527,527,10,1,0,2,17978:0,78746:0,78767:0,17980:0,17978:4,78746:4,78767:4,17980:4,0,temporal_neighbour,0,17978:0,78746:0,17980:0,78767:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=17978:0|78746:0|17980:0|78767:0;edge=454,527,527,10,1,0,2,1","element=1;role=temporal_neighbour;face=17978:0|78746:0|17980:0|78767:0"
cache=0:2:1682015;source=0:1485332;face=0:0,0,2,1682015,0,1485332,2,470,634,531,10,1,0,2,384607:0,977407:0,977401:0,384608:0,384607:4,977407:4,977401:4,384608:4,0,temporal_neighbour,0,384607:0,977401:0,384608:0,977407:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=384607:0|977401:0|384608:0|977407:0;edge=470,634,531,10,1,0,2,2","element=2;role=temporal_neighbour;face=384607:0|977401:0|384608:0|977407:0"
cache=0:2:1701858;source=0:1505774;face=0:0,0,2,1701858,0,1505774,1,714,1162,1108,11,1,0,2,37389:0,37403:0,37390:0,37391:0,37389:4,37403:4,37390:4,37391:4,0,temporal_neighbour,0,37389:0,37390:0,37391:0,37403:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=37389:0|37390:0|37391:0|37403:0;edge=714,1162,1108,11,1,0,2,1","element=1;role=temporal_neighbour;face=37389:0|37390:0|37391:0|37403:0"
cache=0:2:1701859;source=0:1505775;face=0:0,0,2,1701859,0,1505775,2,714,1162,1108,11,1,0,2,415792:0,415812:0,415793:0,415794:0,415792:4,415812:4,415793:4,415794:4,0,temporal_neighbour,0,415792:0,415793:0,415794:0,415812:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=415792:0|415793:0|415794:0|415812:0;edge=714,1162,1108,11,1,0,2,2","element=2;role=temporal_neighbour;face=415792:0|415793:0|415794:0|415812:0"
cache=0:2:1709726;source=0:1513910;face=0:0,0,2,1709726,0,1513910,1,724,1156,1112,11,1,0,2,17683:0,37778:0,37771:0,37797:0,17683:4,37778:4,37771:4,37797:4,0,temporal_neighbour,0,17683:0,37771:0,37797:0,37778:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=17683:0|37771:0|37797:0|37778:0;edge=724,1156,1112,11,1,0,2,1","element=1;role=temporal_neighbour;face=17683:0|37771:0|37797:0|37778:0"
cache=0:2:1709727;source=0:1513911;face=0:0,0,2,1709727,0,1513911,2,724,1156,1112,11,1,0,2,383182:0,416294:0,416278:0,416323:0,383182:4,416294:4,416278:4,416323:4,0,temporal_neighbour,0,383182:0,416278:0,416323:0,416294:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=383182:0|416278:0|416323:0|416294:0;edge=724,1156,1112,11,1,0,2,2","element=2;role=temporal_neighbour;face=383182:0|416278:0|416323:0|416294:0"
cache=0:2:1717071;source=0:1521360;face=0:0,0,2,1717071,0,1521360,1,732,1152,1108,11,1,0,2,17404:0,37514:0,35186:0,37523:0,17404:4,37514:4,35186:4,37523:4,0,temporal_neighbour,0,17404:0,35186:0,37523:0,37514:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=17404:0|35186:0|37523:0|37514:0;edge=732,1152,1108,11,1,0,2,1","element=1;role=temporal_neighbour;face=17404:0|35186:0|37523:0|37514:0"
cache=0:2:1717072;source=0:1521361;face=0:0,0,2,1717072,0,1521361,2,732,1152,1108,11,1,0,2,382907:0,415961:0,412028:0,415978:0,382907:4,415961:4,412028:4,415978:4,0,temporal_neighbour,0,382907:0,412028:0,415978:0,415961:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=382907:0|412028:0|415978:0|415961:0;edge=732,1152,1108,11,1,0,2,2","element=2;role=temporal_neighbour;face=382907:0|412028:0|415978:0|415961:0"
cache=0:2:1737119;source=0:1541683;face=0:0,0,2,1737119,0,1541683,1,750,1142,1096,11,1,0,2,35234:0,35247:0,35235:0,35236:0,35234:4,35247:4,35235:4,35236:4,0,temporal_neighbour,0,35234:0,35235:0,35236:0,35247:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=35234:0|35235:0|35236:0|35247:0;edge=750,1142,1096,11,1,0,2,1","element=1;role=temporal_neighbour;face=35234:0|35235:0|35236:0|35247:0"
cache=0:2:1737120;source=0:1541684;face=0:0,0,2,1737120,0,1541684,2,750,1142,1096,11,1,0,2,412087:0,412109:0,412089:0,412090:0,412087:4,412109:4,412089:4,412090:4,0,temporal_neighbour,0,412087:0,412089:0,412090:0,412109:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=412087:0|412089:0|412090:0|412109:0;edge=750,1142,1096,11,1,0,2,2","element=2;role=temporal_neighbour;face=412087:0|412089:0|412090:0|412109:0"
cache=0:2:1747424;source=0:1552186;face=0:0,0,2,1747424,0,1552186,1,758,1138,1091,11,1,0,2,35422:0,35439:0,35423:0,35427:0,35422:4,35439:4,35423:4,35427:4,0,temporal_neighbour,0,35422:0,35423:0,35427:0,35439:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=35422:0|35423:0|35427:0|35439:0;edge=758,1138,1091,11,1,0,2,1","element=1;role=temporal_neighbour;face=35422:0|35423:0|35427:0|35439:0"
